#NOMPARTIDA,CODFUNCION,CODECOPART,Fecha,NIFTERCERO,NOMTERCERO,Descripción,IMPTOTFACTS
Energía eléctrica,320,22100,2013-08-06,A81948077,ENDESA ENERGIA S.A.U.,Consumo Electrico Julio 2013 C od. Agrupacion 0935585.,2955.11
Plan de Promoción Económica,433,22614,2013-08-06,B38418653,SANITARIOS PORTATILES S.L.,"Alquiler equipos sanitarios ""A rona está de Moda 2013""",513.6
Postales,920,22201,2013-08-06,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,SErvicio Correspondencia Multa s.,46.65
Postales,920,22201,2013-08-06,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio Correspondencia Plusv alia.,4.02
Energía eléctrica,920,22100,2013-08-07,A81948077,ENDESA ENERGIA S.A.U.,Facturacion Julio 2013. Cod. A grupacion 0935891.,27136.29
Mantenimiento Aire Acondicionado,920,21304,2013-08-07,B38621850,FERRETERIA HERMALAY S.L.,Material para Reparar Aire Aco ndicionado Sala Verde en Centr o Cultural de los Cristianos,625.7
Ordinario no inventariable,920,22000,2013-08-07,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,"Suministro Vario de Material d e Oficina Día de la Ciudadanía , Junio 2013.",109.88
Repar. conserv. y man. elementos de transporte,132,21400,2013-08-07,B38233912,SERVICIOS E LEON S.L.,Reparacion Scooter 6212-DWD,45.21
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2013-08-07,B38621850,FERRETERIA HERMALAY S.L.,"Reparación Urgencia de Torre d e Comunicaciones en C.C. Las G alletas, Material de Ferreterí a.",256.54
Energía eléctrica,150,22100,2013-08-08,B82846825,ENDESA ENERGIA XXI S.L.,Facturacion Julio 2013. cod. A grupacion362381.,278.51
Energía eléctrica,312,22100,2013-08-08,A81948077,ENDESA ENERGIA S.A.U.,Facturacion Julio 2013 cod. Ag rupacion 0936044.,3627.98
Energía eléctrica,312,22100,2013-08-08,B82846825,ENDESA ENERGIA XXI S.L.,Facturacion Julio 2013 Cod. Ag rupación 363894.,606.72
Energía eléctrica,312,22100,2013-08-08,B82846825,ENDESA ENERGIA XXI S.L.,Facturacion Julio 2013. Cod. A grupacion 360758.,1517.59
Energía eléctrica,320,22100,2013-08-08,B82846825,ENDESA ENERGIA XXI S.L.,Facturacion Julio 2013. Cod. A grupacion 360758.,1517.59
Energía eléctrica,920,22100,2013-08-08,B82846825,ENDESA ENERGIA XXI S.L.,facturacion Julio 2013 Cod.Agr upacion 362599,1745.29
Energía eléctrica,920,22100,2013-08-08,B82846825,ENDESA ENERGIA XXI S.L.,Facturacion Julio 2013. Cod. A grupacion 360743.,14740.09
Energía eléctrica,150,22100,2013-08-09,A81948077,ENDESA ENERGIA S.A.U.,Facturacion Julio 2013. Cod. A grupacion 0936667.,13769.87
Energía eléctrica,340,22100,2013-08-09,A81948077,ENDESA ENERGIA S.A.U.,Facturacion Julio 2013. Cod. A grupacion 0936671.,7283.73
Energía eléctrica,340,22100,2013-08-09,B82846825,ENDESA ENERGIA XXI S.L.,Facturacion Julio 2013. Cod. A grupacion 362421.,1122.76
Energía eléctrica,920,22100,2013-08-09,B82846825,ENDESA ENERGIA XXI S.L.,Facturacion Julio 2013. Cod. A grupacion 362421.,1122.76
Plan de Formación Interno Empleados Públicos,920,22616,2013-08-09,B38316121,SOCIEDAD INSULAR PARA LA PROMOCION DE LAS PERSONAS,"Imparticion cursos ""Aplicacion  practica Normativa Vigente en  materia Accesibilidad Univers al y Supresion de Barreras Fis",800
Plan de Promoción Económica,433,22614,2013-08-09,B38967311,"CONSTEGOME,S.L.","Servicio Control de Acceso en Celebracion ""Arona esta de Mod a"", del 19/04/13 al 21/04/13. Promocion Economica.",370.65
Reforma del 092,132,62202,2013-08-09,A28010478,IMESAPI S.A.,"Certificación nº1 Obra: Acondi cionamiento de Nueva Sala 092 en Arona, Expte.1/12-CMO.",42731.58
Señalizaciones Municipales,155,22613,2013-08-09,B38840336,CONSUL & CONSUL REPRESENTACIONES S.L.,So-Flex Plus Cart.Negro 300cc.  obra: Callejeros.,144.61
Tributos de las Entidades Locales,161,22502,2013-08-09,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Julio 2013 Depuracion  y Vertido.,140213.76
Tributos de las Entidades Locales,161,22502,2013-08-09,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Julio 2013 Desalación .,267353.1
Combustibles y carburantes.,130,22103,2013-08-13,B38983318,"PICAMOLINOS, S.L.",Carburante E3634GYF Julio 2013 .,53
Combustibles y carburantes.,130,22103,2013-08-13,B38983318,"PICAMOLINOS, S.L.",Carburante E6967CXN Julio 2013 .,62
Energía eléctrica,920,22100,2013-08-13,B82846825,ENDESA ENERGIA XXI S.L.,"Consumo Electrico en Antonio D ominguez, Parq Publico, Mot. B omba, Periodo: 10/06/13-12/8/1 3. Cód. Agrupación 0262832.",71.16
Postales,920,22201,2013-08-14,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 14/8/ 13, Multas 496.",1.92
Postales,920,22201,2013-08-14,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 14/8/ 13, Multas 501.",39.11
Postales,920,22201,2013-08-14,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 14/8/ 13, Rentas 502.",81.11
Postales,920,22201,2013-08-14,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 16/8/ 13, Multas 503.",86.11
Mantenimiento Aire Acondicionado,920,21304,2013-08-15,B38565651,HIERROS TIRSO CANARIAS S.L.,Tramex Galva.34x38P- Obra:La C amella.,1001.52
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2013-08-15,A15053952,DIEXFE S A,Reparacion Urgencia Torre Comu nicaciones en C.C Las Galletas .,113.17
Material informático no inventariable,920,22002,2013-08-16,B38621850,FERRETERIA HERMALAY S.L.,Gastos Suplidos Adquisicion Pe gamento para Reparacion Equipo s Informáticos. Ferreteria Her malay SL.,7.16
Postales,920,22201,2013-08-16,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 16/8/ 13, Multas 500.",9.4
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio Mensual , 2 B otellones Agua y 1 Caja de Vas os-Servicio de Obras e Infraes tructura",37.88
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio Mensual, 1 Bo tellon Agua-Juventud",17.13
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio Mensual, 1 Bo tellon Agua-Participacion Ciud adana",17.13
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio Mensual, 12 B otellones Agua-Informática",86.19
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio Mensual, 18 B otellones Agua y 2 Caja Vasos- Sac Arona",144.12
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio Mensual, 3 Bo tellones Agua y 1 Caja Vasos-T esorería",44.27
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio Mensual, 36 B otellones Agua, 3 Caja Vasos-U rbanismo, Archivo y PLusvalia",252.05
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio Mensual, 4 Bo tellones Agua-Medio Ambiente",38.15
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio Mensual, 5 Bo tellones Agua-Recaudaci?n Muni cipal",43.38
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 4 Botellones  Agua-Esteban Cementerio Munic ipal",38.15
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio-Patronato de Turismo,9.63
Productos alimenticios,920,22105,2013-08-16,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1Cuota Servicio Mensual, 30 Bo tellones Agua y 4 Cajas de Vasos, Policia loca l Arona",242.61
Productos alimenticios,920,22105,2013-08-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 8 Botellones  Agua y 1 Caja Vasos-Policia l ocal los Cristianos",76.88
Productos alimenticios,920,22105,2013-08-19,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1Cuota Servicio, 10 Botellones  Agua y 3 Cajas de Vasos-Sac l os Cristianos n?1",113.17
Repar. mant. y conserv. elementos de transporte,920,21400,2013-08-19,B38788287,"TALLER JUAN GOMEZ, S.L.","Cambiar Bateria e-0545-CZD, Pe ugeot 206,",48.15
Actividades Culturales y Deportivas,339,22609,2013-08-20,B76546225,"MAC IMPRESIONS, S.L.",Camisetas Serigrafía Cultur-Jo ven 2013. Concejalia de Juvent ud.,1699.5
Actividades Culturales y Deportivas,339,22609,2013-08-20,B76603042,PARTY HOBBY S.L.,Montaje de Tirolina el 16/08/2 013 en Valle San Lorenzo. Conc ejalía de Juventud.,1685.25
Energía eléctrica,340,22100,2013-08-20,A81948077,ENDESA ENERGIA S.A.U.,Consumo Electrico Julio 2013. AV.Arquitecto Gomez Cuesta-pla ya de las Am?ricas.Cod. Agrupa cion 0956183.,4239.08
Informáticas,920,22203,2013-08-21,B64074230,UBILIBET S.L.,"Servicios Renovacion Registro nombre Dominio, MOBI arona.mob i",195
Productos de limpieza y aseo,164,22110,2013-08-21,A38099263,COMERCIAL FJV S.A.,Material para Cementerio Munic ipal.,304.46
Actividades Culturales y Deportivas,339,22609,2013-08-23,B38747283,PIRDULA S.L.,"Actividades Cultur-Joven 2013,  el 16/08/2013 en Valle San Lo renzo y Los Cristianos.",4280
Plan de Promoción Económica,433,22614,2013-08-23,B38621850,FERRETERIA HERMALAY S.L.,"Material Merceria Concejalía P romocion Economica y Empleo. A ctividad ""Arona está de Moda""  .",1054.28
Productos alimenticios,920,22105,2013-08-23,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 4 Botellones  Agua y 1 Caja de Vasos-Sac La s Galletas n?1",51.4
Productos alimenticios,920,22105,2013-08-23,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","3 Botellones Agua, 1 Tira de V asos, 1 Cuota Servicio, Primer  Suministro en 1 planta Alcald ia al lado Protocolo",31.01
Plan de Promoción Económica,433,22614,2013-08-24,G38035192,C.I.T. SUR,Servicio Azafata para Feria de l Pescado.,50
Plan de Promoción Económica,433,22614,2013-08-24,G38441515,"AGRUPACION FOLKLORICA ""GUARGAZAL""",Actuacion en Feria del Pescado  Los Cristianos.,300
Actividades Culturales y Deportivas,339,22609,2013-08-26,B38418653,SANITARIOS PORTATILES S.L.,Alquiler Sanitarios Portatiles  Cultur-Joven. Concejalia de J uventud.,96.3
Plan de Promoción Económica,433,22614,2013-08-26,B38418653,SANITARIOS PORTATILES S.L.,"Alquiler Sanitarios Portátiles  ""1ª Feria del Pescado"". Conce jalia Promocion Economica.",96.3
Plan de Promoción Económica,433,22614,2013-08-26,B38825733,"GUAJARA AVENTURA, S.L.N.E.",Carpas para la  I Feria del Pe scado de Arona 2013.,492.2
Plan de Promoción Económica,433,22614,2013-08-26,B38987368,"A.D.E.S. SIGLO 21, S.L.","Servicio Ambulancia Actividad ""Arona esta de Moda"". Promocio n Economica.",350
Plan de Promoción Económica,433,22614,2013-08-26,B76587641,SERVICIOS E INVERSIONES TF S.L.,Controladores Acceso en I Feri a del Pescado de Arona.,51.36
Plan de Promoción Económica,433,22614,2013-08-26,G38083176,ASOCIACION CULTURAL VERODAL,"Actuación en la ""1ª Feria del Pescado"", el 24/08/2013. Promo ción Económica y Empleo.",300
Repar. conserv. y man. elementos de transporte,132,21400,2013-08-26,B38233912,SERVICIOS E LEON S.L.,"Conexion  de Maquina Buscar Av eria y Revision de Circuitos, Nissan Terrano II 6967-CXN",66.88
Actividades Culturales y Deportivas,339,22609,2013-08-27,B38899159,ESPECTACULOS TENERIFE S.L.,Contratacion Simulador F1 Dias  16 y 23 de Agosto en Valle Sa n Lorenzo y Los Cristianos. Cu ltur Joven.,1400
Equipos para Proceso de Información,920,62600,2013-08-27,A81069197,KONICA MINOLITA BUSINESS SOLUTION SPAIN S.A.,Suministro de 3 Fotocopiadoras  Multifunción Konica Minolta B izhub C364.,14605.5
Plan de Promoción Económica,433,22614,2013-08-27,B76546225,"MAC IMPRESIONS, S.L.",Camisetas Impresas. Feria del Pescado Arona.,216.3
Primas de seguros vehiculos mples.,130,22401,2013-08-27,W0072130H,ZURICH SEGUROS,"Polizas Seguro Vehículos TF877 5CC por 112,56€, TF8773CC  por 112.56€, TF7643BK 126,04€, (09 /08/13-31/12/13). ZURICH.",351.16
Ordinario no inventariable,130,22000,2013-08-29,B38081790,THE RED PEN S.L.,"10 Talonarios Juicio Rapido, 1 0 Talonarios Alcoholemia 1, 10  Talonarios Alcoholemia 2",353.1
Repar. conserv. y man. elementos de transporte,132,21400,2013-08-29,B38233912,SERVICIOS E LEON S.L.,Bateria Renault Megane 2887-FZ C,83.64
Vestuario,164,22104,2013-08-29,B38722922,UNIFORMES DEL ATLANTICO S.L.,Suministro de Uniformidad,302.79
Productos alimenticios,920,22105,2013-08-30,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",3 Cuotas de Servicio,28.89
Repar. conserv. y man. elementos de transporte,132,21400,2013-08-30,B38233912,SERVICIOS E LEON S.L.,Reparacion Renault Master 8629 -CDV,301.35
Servicio Mantenimiento Jardines Municipales,171,22741,2013-08-30,U76535509,UTE ZONAS VERDES ARONA,Servicio Agosto 2013 Gestion d e Zonas Verdes.,366521.35
Actividades Culturales y Deportivas,323,22609,2013-08-31,B38443073,YAIZA BUS S.L.,"Transporte Alumnos para Asisti r a Talleres de Inmersi?n Ling uistica los meses de julio y A gosto. (P.reina, Rosas,Tenbel,",3780
Actividades Culturales y Deportivas,323,22609,2013-08-31,B38443073,YAIZA BUS S.L.,"Transportes Alumnos para asist ir a Talleres de Inmersi?n Lin guistica los meses de Julio y Agosto. (C.Blanco, Buzanada, V",3780
Aguas depuradas para riego,161,22114,2013-08-31,Q3800517I,BALTEN BALSAS DE TENERIFE,Consumo Agua Depurada 4º Bimes tre Finca Guargacho Bajo. N: S erie:J96608.,18.4
Aguas depuradas para riego,161,22114,2013-08-31,Q3800517I,BALTEN BALSAS DE TENERIFE,"Consumo Agua Depurada 4ºBimest re 2013 Finca Ctra. Las Rosas,  Nº Serie: M038890.",89.97
Aguas depuradas para riego,161,22114,2013-08-31,Q3800517I,BALTEN BALSAS DE TENERIFE,"Consumo Agua Depurada 4ºBimest re 2013 Finca El Mojón, Nº Ser ie: W002357.",15501.02
Aguas depuradas para riego,161,22114,2013-08-31,Q3800517I,BALTEN BALSAS DE TENERIFE,Consumo Agua Depurada 4ºBimest re 2013 Finca Enlace de Guaza  Nº Serie: 09W703805.,378.8
Aguas depuradas para riego,161,22114,2013-08-31,Q3800517I,BALTEN BALSAS DE TENERIFE,Consumo Agua Depurada 4ºBimest re 2013 Finca Palm Mar Nº Seri e: 99997277.,429.41
Combustibles y carburantes,150,22103,2013-08-31,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante Agosto. Vehiculos d e Mantenimiento,1859.76
Combustibles y carburantes,150,22103,2013-08-31,B38983318,"PICAMOLINOS, S.L.",Carburante Agosto 2013,1056.43
Combustibles y carburantes,912,22103,2013-08-31,B38381695,ANTONIA TACORONTE E HIJOS S.L.,"Carburante Agosto 2013, Vehicu lo Alcaldia",160
Combustibles y carburantes,920,22103,2013-08-31,A38047684,ESTACION SURAMERICAS S.A.,"Carburantes Agosto 2013, Vehíc ulos Municipales.",2718.76
Combustibles y carburantes,920,22103,2013-08-31,B38381695,ANTONIA TACORONTE E HIJOS S.L.,"Carburante Agosto 2013, Vehicu lo Alcaldia",160
Combustibles y carburantes,920,22103,2013-08-31,B38983318,"PICAMOLINOS, S.L.",Carburante Agosto 2013,1056.43
Combustibles y carburantes.,130,22103,2013-08-31,A38047684,ESTACION SURAMERICAS S.A.,"Carburantes Agosto 2013, Vehíc ulos Municipales.",2718.76
Combustibles y carburantes.,130,22103,2013-08-31,A38087367,CLAUDIO ALFONSO E HIJOS S.A.,Carburante Agosto 2013. Vehícu los Policía Local.,63.62
Combustibles y carburantes.,130,22103,2013-08-31,B38983318,"PICAMOLINOS, S.L.",Carburante Agosto 2013,1056.43
Combustibles y carburantes.,130,22103,2013-08-31,B38983318,"PICAMOLINOS, S.L.",Carburantes Agosto 2013.,646.19
Combustibles y carburantes.,130,22103,2013-08-31,B76585801,"VILLASARA MULTISERVICIOS, S.L.",Carburante Agosto 2013 Policía  Local.,1128.07
Limpieza y Aseo,920,22700,2013-08-31,B35745926,RALONS SERVICIOS S.L.,Limpieza Agosto Sala Anexa a C entro Cívico Cabo Blanco.,207.15
Limpieza y Aseo,920,22700,2013-08-31,B35745926,RALONS SERVICIOS S.L.,Servicio Agosto Limpieza Centr os Educativos y Dependencias M unicipales.,135171
Mantenimiento Integral del Litoral,173,22730,2013-08-31,U76534924,UTE LITORAL ARONA,Servicio Agosto 2013 Gestion d el Litoral.,32434.88
Ordinario no inventariable,920,22000,2013-08-31,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Facturación Agosto 2013 Materi al Oficina.,566.79
Ordinario no inventariable,920,22000,2013-08-31,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Suministro Vario Oficina Agost o 2013,12.36
Plan de Promoción Económica,433,22614,2013-08-31,A38022182,RADIO CLUB DE CANARIAS S.A.,Cuñas Publicitarias Feria del Pescado.,659.33
Plan de Promoción Económica,433,22614,2013-08-31,B38454781,DRAYCA SUR SERVICIOS S.L.,Cua. Pintadera Reconocimiento Pescadores en 1ª Feria del Pes cado.,50
Plan de Promoción Económica,433,22614,2013-08-31,B76528595,"SPORTIFE EVENTOS, S.L.","Presentacion y Moderacion Acto  Feria del Pescado 2013, Sabad o 24 Agosto-Promocion Ec",214
Postales,920,22201,2013-08-31,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.,"Facturacion Agosto 2013, Franq ueo de Cartas",9570.24
Postales,920,22201,2013-08-31,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.,"Facturacion Agosto 2013, Franq ueo pagado Cartas,Gestion Cata stral",222.56
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2013-08-31,B38889911,"INVERSIONES MARTIN DORTA, S.L.",Material Envase Super Hembrill a.,2.51
Servicio de Atención Telefónica,925,22720,2013-08-31,B62916077,KONECTA BTO S.L.,Servicio 010 Agosto 2013 y Apo yo 092.,36353.79
Servicio de Mantenimiento Eléctrico de Edificios,320,22716,2013-08-31,A28010478,IMESAPI S.A.,"Certificacion Agosto 2013 Serv icio mto. Instalac. Electricas  en Espacios Públicos, Depende ncias Adtivas., Ex.3/9-casv",83541.51
Servicio de Mantenimiento Eléctrico de Edificios,342,22716,2013-08-31,A28010478,IMESAPI S.A.,"Certificacion Agosto 2013 Serv icio mto. Instalac. Electricas  en Espacios Públicos, Depende ncias Adtivas., Ex.3/9-casv",83541.51
Servicio de Mantenimiento Eléctrico de Edificios,920,22716,2013-08-31,A28010478,IMESAPI S.A.,"Certificacion Agosto 2013 Serv icio mto. Instalac. Electricas  en Espacios Públicos, Depende ncias Adtivas., Ex.3/9-casv",83541.51
Servicio Mantenimiento Alumbrado Público,165,22712,2013-08-31,A28010478,IMESAPI S.A.,"Certificacion Agosto 2013 Serv icio mto. Instalac. Electricas  en Espacios Públicos, Depende ncias Adtivas., Ex.3/9-casv",83541.51
Servicio Recogida RSU y Lim. Viaria,162,22709,2013-08-31,U76525534,UTE ARONA,"Servicio Agosto 2013 Gestion d e Residuos, expte 1/10-casp",515987.13
Servicio Recogida RSU y Lim. Viaria,162,22709,2013-08-31,U76525534,UTE ARONA,Servicio Agosto 2013 Limpieza Viaria.,509378.82
Arrendamientos de Material de Transporte,132,20400,2013-09-01,A91001438,ALPHABET ESPAÑA FLEET MANAGEMENT S.A.U.,Renting Septiembre 2013 Vehícu los Policia Local.,11492.78
Asistencia Médico-Farmacéutica,221,16008,2013-09-01,A50004209,"DKV SEGUROS Y REASEGUROS, S.A.E,",Poliza de Salud Septiembre per iodo del 1 al 9. FUERA DE CONT RATO.,5968.75
Asistencia Médico-Farmacéutica,221,16008,2013-09-01,A50004209,"DKV SEGUROS Y REASEGUROS, S.A.E,","Poliza Salud Septiembre, perio do del dia 10 al 30 ex 9/09-ca sv, SE DESCUENTA 6956,25 APORT ACIÓN TRABAJADORES",10943.75
Seguridad,920,22701,2013-09-01,B76587641,SERVICIOS E INVERSIONES TF S.L.,Servicios Agosto 2013 Vigilanc ia SAC.,1464.98
Actividades Culturales y Deportivas,339,22609,2013-09-02,B38390589,SOUND BLACK S.L.,Sonido e Iluminación en Pz Val le S. Lorenzo y Muelle Viejo L .Cristianos-Culturjoven Arona  2013.,856
Locomoción del personal no directivo,241,23120,2013-09-02,B38075115,VIAJES SOLYSUR S.L.,"Billete Avión a Bilbao I/V Dª.  XXX, Jornad a URBAN Commerce.",141.02
Locomoción del personal no directivo,241,23120,2013-09-02,B38075115,VIAJES SOLYSUR S.L.,"Billete Avión a Bilbao I/V Dª.  XXX, Jornad a URBAN Commerce.",141.02
Plan de Promoción Económica,433,22614,2013-09-02,B38390589,SOUND BLACK S.L.,Sonido e Iluminacion para la F eria del Pescado en los Cristi anos,588.5
Plan de Promoción Económica,433,22614,2013-09-02,B38492237,HIT RADIO CANARIAS S.L.,"Cuñas de Radio Agosto 2013 Pro mocion y Difusion ""Feria del P escado"".",214
Servicio de mantenimiento de vías y edificios,155,22713,2013-09-02,U76507094,TINERFEÑA DE OBRAS PUBLICAS S.L. UTE ARONA,"Certif. agosto 2013, Mante y C onservación Ed. Municipales,   Expte. 7/09-CASV",194173.79
Servicio de mantenimiento de vías y edificios,320,22713,2013-09-02,U76507094,TINERFEÑA DE OBRAS PUBLICAS S.L. UTE ARONA,"Certif. agosto 2013, Mante y C onservación Ed. Municipales,   Expte. 7/09-CASV",194173.79
Servicio de mantenimiento de vías y edificios,330,22713,2013-09-02,U76507094,TINERFEÑA DE OBRAS PUBLICAS S.L. UTE ARONA,"Certif. agosto 2013, Mante y C onservación Ed. Municipales,   Expte. 7/09-CASV",194173.79
